FeatureCode,DateCode,Measurement,Units,Value,Gender,Population Group
S12000027,2003,Median,Pounds (GBP),325.6,Female,Workplace Based
S12000027,2002,Median,Pounds (GBP),347.9,Female,Workplace Based
S12000027,2004,Median,Pounds (GBP),341.6,Female,Workplace Based
S12000027,2012,Median,Pounds (GBP),536.6,All,Workplace Based
S12000027,2011,Median,Pounds (GBP),545.6,All,Workplace Based
S12000027,2001,Median,Pounds (GBP),305.5,Female,Workplace Based
S12000026,2010,Median,Pounds (GBP),429.9,Male,Workplace Based
S12000026,2009,Median,Pounds (GBP),401.6,Male,Workplace Based
S12000026,2011,Median,Pounds (GBP),427.8,Male,Workplace Based
S12000026,2007,Median,Pounds (GBP),420,Male,Workplace Based
S12000026,2006,Median,Pounds (GBP),373.3,Male,Workplace Based
S12000026,2008,Median,Pounds (GBP),427.3,Male,Workplace Based
S12000027,2003,Median,Pounds (GBP),420.9,All,Workplace Based
S12000027,2002,Median,Pounds (GBP),415.4,All,Workplace Based
S12000027,2004,Median,Pounds (GBP),455,All,Workplace Based
S12000026,2012,Median,Pounds (GBP),425,Male,Workplace Based
S12000027,2001,Median,Pounds (GBP),372.5,All,Workplace Based
S12000021,2008,Median,Pounds (GBP),407.4,Female,Workplace Based
S12000021,2007,Median,Pounds (GBP),349.9,Female,Workplace Based
S12000021,2009,Median,Pounds (GBP),356.8,Female,Workplace Based
S12000021,2005,Median,Pounds (GBP),340.1,Female,Workplace Based
S12000021,2004,Median,Pounds (GBP),301.7,Female,Workplace Based
S12000021,2006,Median,Pounds (GBP),350,Female,Workplace Based
S12000021,2002,Median,Pounds (GBP),382.8,Male,Workplace Based
S12000021,2001,Median,Pounds (GBP),410.8,Male,Workplace Based
S12000021,2003,Median,Pounds (GBP),392.2,Male,Workplace Based
S12000021,2011,Median,Pounds (GBP),396,Female,Workplace Based
S12000021,2010,Median,Pounds (GBP),412.8,Female,Workplace Based
S12000021,2012,Median,Pounds (GBP),397.4,Female,Workplace Based
S12000021,2008,Median,Pounds (GBP),453.2,All,Workplace Based
S12000021,2007,Median,Pounds (GBP),426.2,All,Workplace Based
S12000021,2009,Median,Pounds (GBP),446.6,All,Workplace Based
S12000021,2005,Median,Pounds (GBP),399.7,All,Workplace Based
S12000021,2004,Median,Pounds (GBP),367.1,All,Workplace Based
S12000021,2006,Median,Pounds (GBP),386.1,All,Workplace Based
S12000021,2002,Median,Pounds (GBP),280,Female,Workplace Based
S12000021,2001,Median,Pounds (GBP),276.3,Female,Workplace Based
S12000021,2003,Median,Pounds (GBP),327.7,Female,Workplace Based
S12000021,2011,Median,Pounds (GBP),489.2,All,Workplace Based
S12000021,2010,Median,Pounds (GBP),508.9,All,Workplace Based
S12000021,2012,Median,Pounds (GBP),443.4,All,Workplace Based
S12000023,2006,Median,Pounds (GBP),393.3,Male,Workplace Based
S12000023,2011,Median,Pounds (GBP),413.3,All,Workplace Based
S12000023,2007,Median,Pounds (GBP),461.1,Male,Workplace Based
S12000023,2009,Median,Pounds (GBP),428.9,All,Workplace Based
S12000023,2006,Median,Pounds (GBP),368.7,All,Workplace Based
S12000023,2010,Median,Pounds (GBP),453,All,Workplace Based
S12000026,2004,Median,Pounds (GBP),323.9,All,Workplace Based
S12000026,2003,Median,Pounds (GBP),419.7,All,Workplace Based
S12000026,2005,Median,Pounds (GBP),329.2,All,Workplace Based
S12000026,2001,Median,Pounds (GBP),378,All,Workplace Based
S12000023,2010,Median,Pounds (GBP),660.6,Male,Workplace Based
S12000026,2002,Median,Pounds (GBP),361.5,All,Workplace Based
S12000021,2008,Median,Pounds (GBP),481.6,Male,Workplace Based
S12000021,2007,Median,Pounds (GBP),467.8,Male,Workplace Based
S12000021,2009,Median,Pounds (GBP),493.9,Male,Workplace Based
S12000021,2005,Median,Pounds (GBP),429,Male,Workplace Based
S12000021,2004,Median,Pounds (GBP),408.5,Male,Workplace Based
S12000021,2006,Median,Pounds (GBP),440.1,Male,Workplace Based
S12000023,2001,Median,Pounds (GBP),305.8,All,Workplace Based
S12000021,2012,Median,Pounds (GBP),533.8,Male,Workplace Based
S12000023,2004,Median,Pounds (GBP),343.9,All,Workplace Based
S12000021,2010,Median,Pounds (GBP),550.2,Male,Workplace Based
S12000021,2011,Median,Pounds (GBP),518.2,Male,Workplace Based
S12000029,2001,Median,Pounds (GBP),261.4,Female,Workplace Based
S12000029,2012,Median,Pounds (GBP),501.7,All,Workplace Based
S12000029,2002,Median,Pounds (GBP),297.6,Female,Workplace Based
S12000029,2010,Median,Pounds (GBP),457.2,All,Workplace Based
S12000029,2009,Median,Pounds (GBP),470.4,All,Workplace Based
S12000029,2011,Median,Pounds (GBP),479.4,All,Workplace Based
S12000029,2007,Median,Pounds (GBP),365.2,Female,Workplace Based
S12000029,2006,Median,Pounds (GBP),354.8,Female,Workplace Based
S12000029,2008,Median,Pounds (GBP),379.6,Female,Workplace Based
S12000029,2004,Median,Pounds (GBP),344.3,Female,Workplace Based
S12000029,2003,Median,Pounds (GBP),336.2,Female,Workplace Based
S12000029,2005,Median,Pounds (GBP),367.5,Female,Workplace Based
S12000029,2001,Median,Pounds (GBP),364,All,Workplace Based
S12000028,2012,Median,Pounds (GBP),528.5,Male,Workplace Based
S12000029,2002,Median,Pounds (GBP),376.4,All,Workplace Based
S12000028,2010,Median,Pounds (GBP),535.8,Male,Workplace Based
S12000028,2009,Median,Pounds (GBP),526,Male,Workplace Based
S12000028,2011,Median,Pounds (GBP),520.8,Male,Workplace Based
S12000029,2007,Median,Pounds (GBP),449.6,All,Workplace Based
S12000029,2006,Median,Pounds (GBP),441.2,All,Workplace Based
S12000029,2008,Median,Pounds (GBP),461.6,All,Workplace Based
S12000029,2004,Median,Pounds (GBP),399.9,All,Workplace Based
S12000029,2003,Median,Pounds (GBP),377.8,All,Workplace Based
S12000029,2005,Median,Pounds (GBP),428.6,All,Workplace Based
S12000029,2012,Median,Pounds (GBP),536.6,Male,Workplace Based
S12000029,2011,Median,Pounds (GBP),508.9,Male,Workplace Based
S12000030,2001,Median,Pounds (GBP),317.2,All,Workplace Based
S12000029,2009,Median,Pounds (GBP),494.8,Male,Workplace Based
S12000029,2008,Median,Pounds (GBP),502.6,Male,Workplace Based
S12000029,2010,Median,Pounds (GBP),504.6,Male,Workplace Based
S12000030,2006,Median,Pounds (GBP),419.3,All,Workplace Based
S12000030,2005,Median,Pounds (GBP),382.6,All,Workplace Based
S12000030,2007,Median,Pounds (GBP),434.1,All,Workplace Based
S12000030,2003,Median,Pounds (GBP),376.9,All,Workplace Based
S12000030,2002,Median,Pounds (GBP),342.1,All,Workplace Based
S12000030,2004,Median,Pounds (GBP),390.1,All,Workplace Based
S12000029,2001,Median,Pounds (GBP),420.7,Male,Workplace Based
S12000029,2012,Median,Pounds (GBP),423.9,Female,Workplace Based
S12000029,2002,Median,Pounds (GBP),421.6,Male,Workplace Based
S12000029,2010,Median,Pounds (GBP),387.3,Female,Workplace Based
S12000029,2009,Median,Pounds (GBP),417.8,Female,Workplace Based
S12000029,2011,Median,Pounds (GBP),414.9,Female,Workplace Based
S12000029,2006,Median,Pounds (GBP),473.9,Male,Workplace Based
S12000029,2005,Median,Pounds (GBP),461.9,Male,Workplace Based
S12000029,2007,Median,Pounds (GBP),488.8,Male,Workplace Based
S12000029,2003,Median,Pounds (GBP),414,Male,Workplace Based
S12000029,2004,Median,Pounds (GBP),448.9,Male,Workplace Based
S12000028,2002,Median,Pounds (GBP),379.9,All,Workplace Based
S12000028,2001,Median,Pounds (GBP),363.3,All,Workplace Based
S12000028,2003,Median,Pounds (GBP),385.8,All,Workplace Based
S12000027,2011,Median,Pounds (GBP),550.7,Male,Workplace Based
S12000027,2010,Median,Pounds (GBP),537.1,Male,Workplace Based
S12000027,2012,Median,Pounds (GBP),562.2,Male,Workplace Based
S12000028,2008,Median,Pounds (GBP),491.5,All,Workplace Based
S12000028,2007,Median,Pounds (GBP),410.4,All,Workplace Based
S12000028,2009,Median,Pounds (GBP),494.1,All,Workplace Based
S12000028,2005,Median,Pounds (GBP),417.4,All,Workplace Based
S12000028,2004,Median,Pounds (GBP),427.7,All,Workplace Based
S12000028,2006,Median,Pounds (GBP),454.1,All,Workplace Based
S12000027,2002,Median,Pounds (GBP),441.1,Male,Workplace Based
S12000027,2001,Median,Pounds (GBP),403.1,Male,Workplace Based
S12000027,2003,Median,Pounds (GBP),458.5,Male,Workplace Based
S12000027,2008,Median,Pounds (GBP),380.4,Female,Workplace Based
S12000027,2005,Median,Pounds (GBP),343.7,Female,Workplace Based
S12000027,2010,Median,Pounds (GBP),414.9,Female,Workplace Based
S12000027,2008,Median,Pounds (GBP),624.8,Male,Workplace Based
S12000027,2007,Median,Pounds (GBP),480.1,Male,Workplace Based
S12000027,2009,Median,Pounds (GBP),546.6,Male,Workplace Based
S12000027,2005,Median,Pounds (GBP),469.8,Male,Workplace Based
S12000027,2004,Median,Pounds (GBP),460,Male,Workplace Based
S12000027,2006,Median,Pounds (GBP),413.5,Male,Workplace Based
S12000028,2001,Median,Pounds (GBP),392.5,Male,Workplace Based
S12000028,2012,Median,Pounds (GBP),415,Female,Workplace Based
S12000028,2002,Median,Pounds (GBP),415.8,Male,Workplace Based
S12000028,2010,Median,Pounds (GBP),468.8,Female,Workplace Based
S12000028,2009,Median,Pounds (GBP),419.1,Female,Workplace Based
S12000028,2011,Median,Pounds (GBP),460.1,Female,Workplace Based
S12000028,2007,Median,Pounds (GBP),425.4,Male,Workplace Based
S12000028,2006,Median,Pounds (GBP),490.6,Male,Workplace Based
S12000028,2008,Median,Pounds (GBP),514.7,Male,Workplace Based
S12000028,2004,Median,Pounds (GBP),448.2,Male,Workplace Based
S12000028,2003,Median,Pounds (GBP),423,Male,Workplace Based
S12000028,2005,Median,Pounds (GBP),433.9,Male,Workplace Based
S12000028,2002,Median,Pounds (GBP),296.3,Female,Workplace Based
S12000028,2001,Median,Pounds (GBP),305.1,Female,Workplace Based
S12000028,2003,Median,Pounds (GBP),310.3,Female,Workplace Based
S12000028,2011,Median,Pounds (GBP),514.4,All,Workplace Based
S12000028,2010,Median,Pounds (GBP),516.3,All,Workplace Based
S12000028,2012,Median,Pounds (GBP),500,All,Workplace Based
S12000028,2007,Median,Pounds (GBP),373.9,Female,Workplace Based
S12000028,2006,Median,Pounds (GBP),386.7,Female,Workplace Based
S12000028,2008,Median,Pounds (GBP),395.3,Female,Workplace Based
S12000028,2004,Median,Pounds (GBP),365.6,Female,Workplace Based
S12000028,2005,Median,Pounds (GBP),372.3,Female,Workplace Based
