FeatureCode,DateCode,Measurement,Units,Value,Gender,Population Group
S12000005,2012,Median,Pounds (GBP),459.2,All,Residence Based
S12000005,2001,Median,Pounds (GBP),260.1,Female,Residence Based
S12000005,2008,Median,Pounds (GBP),351.9,Female,Residence Based
S12000005,2007,Median,Pounds (GBP),319.2,Female,Residence Based
S12000005,2009,Median,Pounds (GBP),318.7,Female,Residence Based
S12000005,2005,Median,Pounds (GBP),292.8,Female,Residence Based
S12000005,2006,Median,Pounds (GBP),307.8,Female,Residence Based
S12000005,2005,Median,Pounds (GBP),381.2,All,Residence Based
S12000005,2004,Median,Pounds (GBP),389.5,All,Residence Based
S12000005,2006,Median,Pounds (GBP),425.1,All,Residence Based
S12000005,2002,Median,Pounds (GBP),370.2,All,Residence Based
S12000005,2003,Median,Pounds (GBP),374.2,All,Residence Based
S12000005,2010,Median,Pounds (GBP),459.3,All,Residence Based
S12000005,2009,Median,Pounds (GBP),429.5,All,Residence Based
S12000005,2011,Median,Pounds (GBP),468.4,All,Residence Based
S12000005,2007,Median,Pounds (GBP),427.6,All,Residence Based
S12000005,2008,Median,Pounds (GBP),425.1,All,Residence Based
S12000005,2004,Median,Pounds (GBP),408,Male,Residence Based
S12000005,2003,Median,Pounds (GBP),407.5,Male,Residence Based
S12000005,2005,Median,Pounds (GBP),434.5,Male,Residence Based
S12000048,2005,Median,Pounds (GBP),429,Male,Residence Based
S12000005,2002,Median,Pounds (GBP),433.6,Male,Residence Based
S12000005,2009,Median,Pounds (GBP),481,Male,Residence Based
S12000005,2008,Median,Pounds (GBP),491,Male,Residence Based
S12000005,2010,Median,Pounds (GBP),514,Male,Residence Based
S12000005,2006,Median,Pounds (GBP),450,Male,Residence Based
S12000005,2007,Median,Pounds (GBP),470.8,Male,Residence Based
S12000048,2012,Median,Pounds (GBP),527.2,Male,Residence Based
S12000005,2012,Median,Pounds (GBP),345.3,Female,Residence Based
S12000048,2011,Median,Pounds (GBP),508.2,Male,Residence Based
S12000005,2010,Median,Pounds (GBP),342.8,Female,Residence Based
S12000005,2011,Median,Pounds (GBP),370,Female,Residence Based
S12000048,2007,Median,Pounds (GBP),495.6,Male,Residence Based
S12000048,2008,Median,Pounds (GBP),504.3,Male,Residence Based
S12000048,2006,Median,Pounds (GBP),479.4,Male,Residence Based
S12000048,2010,Median,Pounds (GBP),501.6,Male,Residence Based
S12000048,2009,Median,Pounds (GBP),495.7,Male,Residence Based
S12000047,2010,Median,Pounds (GBP),521.3,Male,Residence Based
S12000047,2011,Median,Pounds (GBP),520.6,Male,Residence Based
S12000047,2009,Median,Pounds (GBP),516.9,Male,Residence Based
S12000008,2012,Median,Pounds (GBP),473.3,Female,Residence Based
S12000047,2012,Median,Pounds (GBP),548.5,Male,Residence Based
S12000008,2001,Median,Pounds (GBP),404.6,Male,Residence Based
S12000047,2006,Median,Pounds (GBP),468.5,Male,Residence Based
S12000008,2002,Median,Pounds (GBP),414.9,Male,Residence Based
S12000047,2008,Median,Pounds (GBP),519.6,Male,Residence Based
S12000047,2007,Median,Pounds (GBP),484.6,Male,Residence Based
S12000008,2005,Median,Pounds (GBP),366.9,Female,Residence Based
S12000008,2004,Median,Pounds (GBP),332,Female,Residence Based
S12000008,2006,Median,Pounds (GBP),423.8,Female,Residence Based
S12000008,2002,Median,Pounds (GBP),291.5,Female,Residence Based
S12000008,2003,Median,Pounds (GBP),329.5,Female,Residence Based
S12000008,2010,Median,Pounds (GBP),485,Female,Residence Based
S12000008,2009,Median,Pounds (GBP),470.1,Female,Residence Based
S12000008,2011,Median,Pounds (GBP),446.4,Female,Residence Based
S12000008,2007,Median,Pounds (GBP),432.7,Female,Residence Based
S12000008,2008,Median,Pounds (GBP),465,Female,Residence Based
S12000047,2002,Median,Pounds (GBP),398,Male,Residence Based
S12000047,2003,Median,Pounds (GBP),422.3,Male,Residence Based
S12000047,2001,Median,Pounds (GBP),385.3,Male,Residence Based
S12000047,2005,Median,Pounds (GBP),450,Male,Residence Based
S12000047,2004,Median,Pounds (GBP),430,Male,Residence Based
S12000010,2004,Median,Pounds (GBP),388.6,All,Residence Based
S12000010,2003,Median,Pounds (GBP),390,All,Residence Based
S12000010,2005,Median,Pounds (GBP),439.4,All,Residence Based
S12000010,2001,Median,Pounds (GBP),348.7,All,Residence Based
S12000010,2002,Median,Pounds (GBP),360.6,All,Residence Based
S12000008,2006,Median,Pounds (GBP),459.1,Male,Residence Based
S12000008,2005,Median,Pounds (GBP),447.8,Male,Residence Based
S12000008,2007,Median,Pounds (GBP),467.3,Male,Residence Based
S12000008,2003,Median,Pounds (GBP),441.4,Male,Residence Based
S12000008,2004,Median,Pounds (GBP),452,Male,Residence Based
S12000008,2011,Median,Pounds (GBP),509.3,Male,Residence Based
S12000008,2010,Median,Pounds (GBP),497.5,Male,Residence Based
S12000008,2012,Median,Pounds (GBP),499.6,Male,Residence Based
S12000008,2008,Median,Pounds (GBP),492.3,Male,Residence Based
S12000008,2009,Median,Pounds (GBP),484.2,Male,Residence Based
S12000006,2012,Median,Pounds (GBP),461.4,Male,Residence Based
S12000006,2011,Median,Pounds (GBP),465.3,Male,Residence Based
S12000048,2012,Median,Pounds (GBP),492.6,All,Residence Based
S12000006,2009,Median,Pounds (GBP),470.9,Male,Residence Based
S12000006,2010,Median,Pounds (GBP),477.4,Male,Residence Based
S12000048,2008,Median,Pounds (GBP),447,All,Residence Based
S12000048,2009,Median,Pounds (GBP),464.2,All,Residence Based
S12000048,2007,Median,Pounds (GBP),426.4,All,Residence Based
S12000048,2011,Median,Pounds (GBP),466.2,All,Residence Based
S12000048,2010,Median,Pounds (GBP),479.3,All,Residence Based
S12000006,2002,Median,Pounds (GBP),358.6,Male,Residence Based
S12000006,2001,Median,Pounds (GBP),377.6,Male,Residence Based
S12000006,2003,Median,Pounds (GBP),378.5,Male,Residence Based
S12000048,2002,Median,Pounds (GBP),326.1,Female,Residence Based
S12000048,2001,Median,Pounds (GBP),287.4,Female,Residence Based
S12000006,2007,Median,Pounds (GBP),449.4,Male,Residence Based
S12000006,2006,Median,Pounds (GBP),409,Male,Residence Based
S12000006,2008,Median,Pounds (GBP),484.8,Male,Residence Based
S12000006,2004,Median,Pounds (GBP),380.6,Male,Residence Based
S12000006,2005,Median,Pounds (GBP),400.3,Male,Residence Based
S12000008,2012,Median,Pounds (GBP),489.5,All,Residence Based
S12000008,2011,Median,Pounds (GBP),500,All,Residence Based
S12000048,2005,Median,Pounds (GBP),385.9,All,Residence Based
S12000008,2009,Median,Pounds (GBP),481.1,All,Residence Based
S12000008,2010,Median,Pounds (GBP),496.3,All,Residence Based
S12000048,2001,Median,Pounds (GBP),347.9,All,Residence Based
S12000048,2002,Median,Pounds (GBP),375.1,All,Residence Based
S12000008,2001,Median,Pounds (GBP),269.1,Female,Residence Based
S12000048,2004,Median,Pounds (GBP),403.1,All,Residence Based
S12000048,2003,Median,Pounds (GBP),398.4,All,Residence Based
S12000008,2003,Median,Pounds (GBP),402.2,All,Residence Based
S12000008,2002,Median,Pounds (GBP),366,All,Residence Based
S12000008,2004,Median,Pounds (GBP),401.5,All,Residence Based
S12000048,2006,Median,Pounds (GBP),435.5,All,Residence Based
S12000008,2001,Median,Pounds (GBP),328.3,All,Residence Based
S12000008,2007,Median,Pounds (GBP),454.1,All,Residence Based
S12000008,2008,Median,Pounds (GBP),482.8,All,Residence Based
S12000008,2005,Median,Pounds (GBP),412.1,All,Residence Based
S12000008,2006,Median,Pounds (GBP),444.2,All,Residence Based
S12000045,2010,Median,Pounds (GBP),574.7,All,Residence Based
S12000045,2011,Median,Pounds (GBP),573,All,Residence Based
S12000045,2009,Median,Pounds (GBP),552.3,All,Residence Based
S12000017,2012,Median,Pounds (GBP),512.2,Male,Residence Based
S12000045,2012,Median,Pounds (GBP),581.1,All,Residence Based
S12000045,2006,Median,Pounds (GBP),496.4,All,Residence Based
S12000045,2005,Median,Pounds (GBP),493.5,All,Residence Based
S12000045,2008,Median,Pounds (GBP),530.8,All,Residence Based
S12000045,2007,Median,Pounds (GBP),503.4,All,Residence Based
S12000017,2006,Median,Pounds (GBP),430.8,Male,Residence Based
S12000017,2005,Median,Pounds (GBP),405.7,Male,Residence Based
S12000017,2007,Median,Pounds (GBP),461.6,Male,Residence Based
S12000017,2003,Median,Pounds (GBP),380.7,Male,Residence Based
S12000017,2004,Median,Pounds (GBP),401.2,Male,Residence Based
S12000017,2010,Median,Pounds (GBP),502,Male,Residence Based
S12000017,2011,Median,Pounds (GBP),505.2,Male,Residence Based
S12000017,2008,Median,Pounds (GBP),475,Male,Residence Based
S12000017,2009,Median,Pounds (GBP),474.1,Male,Residence Based
S12000018,2012,Median,Pounds (GBP),451.5,All,Residence Based
S12000018,2011,Median,Pounds (GBP),464.4,All,Residence Based
S12000045,2004,Median,Pounds (GBP),458.5,All,Residence Based
S12000018,2009,Median,Pounds (GBP),449.3,All,Residence Based
S12000018,2010,Median,Pounds (GBP),465,All,Residence Based
S12000045,2001,Median,Pounds (GBP),379.8,All,Residence Based
S12000018,2001,Median,Pounds (GBP),299.4,Female,Residence Based
S12000045,2003,Median,Pounds (GBP),479.9,All,Residence Based
S12000045,2002,Median,Pounds (GBP),439.7,All,Residence Based
S12000018,2003,Median,Pounds (GBP),344.7,All,Residence Based
S12000018,2004,Median,Pounds (GBP),376.2,All,Residence Based
S12000018,2001,Median,Pounds (GBP),324.1,All,Residence Based
S12000018,2002,Median,Pounds (GBP),324.9,All,Residence Based
S12000018,2007,Median,Pounds (GBP),382.1,All,Residence Based
S12000018,2008,Median,Pounds (GBP),413.3,All,Residence Based
S12000018,2005,Median,Pounds (GBP),402,All,Residence Based
S12000018,2006,Median,Pounds (GBP),388.3,All,Residence Based
S12000045,2009,Median,Pounds (GBP),506.6,Female,Residence Based
S12000045,2010,Median,Pounds (GBP),523.8,Female,Residence Based
S12000045,2008,Median,Pounds (GBP),484,Female,Residence Based
S12000045,2012,Median,Pounds (GBP),532.1,Female,Residence Based
S12000045,2011,Median,Pounds (GBP),539.3,Female,Residence Based
S12000045,2005,Median,Pounds (GBP),429.6,Female,Residence Based
S12000017,2001,Median,Pounds (GBP),292,Female,Residence Based
S12000045,2007,Median,Pounds (GBP),406.4,Female,Residence Based
S12000045,2006,Median,Pounds (GBP),435.6,Female,Residence Based
S12000017,2007,Median,Pounds (GBP),407.6,All,Residence Based
S12000017,2008,Median,Pounds (GBP),425.3,All,Residence Based
S12000017,2005,Median,Pounds (GBP),380.6,All,Residence Based
S12000017,2006,Median,Pounds (GBP),398.8,All,Residence Based
S12000017,2011,Median,Pounds (GBP),458,All,Residence Based
S12000017,2012,Median,Pounds (GBP),472.4,All,Residence Based
S12000017,2009,Median,Pounds (GBP),452.5,All,Residence Based
S12000017,2010,Median,Pounds (GBP),455.6,All,Residence Based
S12000045,2004,Median,Pounds (GBP),393.5,Female,Residence Based
S12000017,2012,Median,Pounds (GBP),400.4,Female,Residence Based
S12000045,2003,Median,Pounds (GBP),363.4,Female,Residence Based
S12000017,2010,Median,Pounds (GBP),381.9,Female,Residence Based
S12000017,2011,Median,Pounds (GBP),399.8,Female,Residence Based
S12000017,2001,Median,Pounds (GBP),384.7,Male,Residence Based
S12000017,2002,Median,Pounds (GBP),366.7,Male,Residence Based
S12000045,2002,Median,Pounds (GBP),330.1,Female,Residence Based
S12000045,2001,Median,Pounds (GBP),305.3,Female,Residence Based
S12000017,2004,Median,Pounds (GBP),315.3,Female,Residence Based
S12000017,2005,Median,Pounds (GBP),351.7,Female,Residence Based
S12000017,2002,Median,Pounds (GBP),295.2,Female,Residence Based
S12000017,2003,Median,Pounds (GBP),317,Female,Residence Based
S12000017,2008,Median,Pounds (GBP),387.1,Female,Residence Based
S12000017,2009,Median,Pounds (GBP),402.3,Female,Residence Based
S12000017,2006,Median,Pounds (GBP),352.1,Female,Residence Based
S12000017,2007,Median,Pounds (GBP),356.2,Female,Residence Based
S12000019,2012,Median,Pounds (GBP),454.6,All,Residence Based
S12000019,2011,Median,Pounds (GBP),446.9,All,Residence Based
S12000044,2012,Median,Pounds (GBP),419.6,Female,Residence Based
S12000019,2009,Median,Pounds (GBP),424.1,All,Residence Based
S12000019,2010,Median,Pounds (GBP),483,All,Residence Based
S12000044,2009,Median,Pounds (GBP),386.2,Female,Residence Based
S12000044,2008,Median,Pounds (GBP),384.5,Female,Residence Based
S12000044,2011,Median,Pounds (GBP),414.6,Female,Residence Based
S12000044,2010,Median,Pounds (GBP),395.9,Female,Residence Based
S12000019,2003,Median,Pounds (GBP),341,All,Residence Based
S12000019,2002,Median,Pounds (GBP),320.9,All,Residence Based
S12000019,2004,Median,Pounds (GBP),368.9,All,Residence Based
S12000044,2001,Median,Pounds (GBP),365.1,Male,Residence Based
S12000019,2001,Median,Pounds (GBP),324.3,All,Residence Based
S12000019,2007,Median,Pounds (GBP),417.5,All,Residence Based
S12000019,2008,Median,Pounds (GBP),401.4,All,Residence Based
S12000019,2005,Median,Pounds (GBP),364.9,All,Residence Based
S12000019,2006,Median,Pounds (GBP),403.3,All,Residence Based
S12000019,2009,Median,Pounds (GBP),405.4,Female,Residence Based
S12000019,2008,Median,Pounds (GBP),362,Female,Residence Based
S12000019,2010,Median,Pounds (GBP),449.1,Female,Residence Based
S12000019,2006,Median,Pounds (GBP),347.2,Female,Residence Based
S12000019,2007,Median,Pounds (GBP),359.9,Female,Residence Based
S12000044,2004,Median,Pounds (GBP),318.2,Female,Residence Based
S12000044,2003,Median,Pounds (GBP),308.5,Female,Residence Based
S12000019,2011,Median,Pounds (GBP),392.8,Female,Residence Based
S12000019,2012,Median,Pounds (GBP),404.9,Female,Residence Based
S12000044,2005,Median,Pounds (GBP),331.5,Female,Residence Based
S12000019,2001,Median,Pounds (GBP),274.6,Female,Residence Based
S12000044,2007,Median,Pounds (GBP),366.5,Female,Residence Based
S12000044,2006,Median,Pounds (GBP),345.8,Female,Residence Based
S12000019,2004,Median,Pounds (GBP),299,Female,Residence Based
S12000019,2005,Median,Pounds (GBP),322.5,Female,Residence Based
S12000019,2002,Median,Pounds (GBP),288.2,Female,Residence Based
S12000019,2003,Median,Pounds (GBP),278.5,Female,Residence Based
S12000044,2012,Median,Pounds (GBP),518.4,Male,Residence Based
S12000018,2012,Median,Pounds (GBP),388.7,Female,Residence Based
S12000044,2011,Median,Pounds (GBP),493.6,Male,Residence Based
S12000018,2010,Median,Pounds (GBP),445.5,Female,Residence Based
S12000018,2011,Median,Pounds (GBP),390.2,Female,Residence Based
S12000044,2008,Median,Pounds (GBP),477.2,Male,Residence Based
S12000044,2007,Median,Pounds (GBP),448.9,Male,Residence Based
S12000044,2010,Median,Pounds (GBP),488.4,Male,Residence Based
S12000044,2009,Median,Pounds (GBP),476.8,Male,Residence Based
S12000018,2004,Median,Pounds (GBP),322.6,Female,Residence Based
S12000018,2005,Median,Pounds (GBP),336.1,Female,Residence Based
S12000018,2002,Median,Pounds (GBP),286.6,Female,Residence Based
S12000018,2003,Median,Pounds (GBP),310,Female,Residence Based
S12000018,2008,Median,Pounds (GBP),358.5,Female,Residence Based
S12000018,2009,Median,Pounds (GBP),394.4,Female,Residence Based
S12000018,2006,Median,Pounds (GBP),323.1,Female,Residence Based
S12000018,2007,Median,Pounds (GBP),327,Female,Residence Based
S12000018,2010,Median,Pounds (GBP),467.9,Male,Residence Based
S12000018,2009,Median,Pounds (GBP),464.9,Male,Residence Based
S12000018,2011,Median,Pounds (GBP),503.5,Male,Residence Based
S12000018,2007,Median,Pounds (GBP),456.3,Male,Residence Based
S12000018,2008,Median,Pounds (GBP),455.4,Male,Residence Based
S12000044,2003,Median,Pounds (GBP),394.5,Male,Residence Based
S12000044,2002,Median,Pounds (GBP),380.1,Male,Residence Based
S12000018,2012,Median,Pounds (GBP),476.4,Male,Residence Based
S12000044,2004,Median,Pounds (GBP),389.4,Male,Residence Based
S12000018,2001,Median,Pounds (GBP),349.6,Male,Residence Based
S12000018,2002,Median,Pounds (GBP),376.4,Male,Residence Based
S12000044,2006,Median,Pounds (GBP),440,Male,Residence Based
S12000044,2005,Median,Pounds (GBP),405.3,Male,Residence Based
S12000018,2005,Median,Pounds (GBP),418.6,Male,Residence Based
S12000018,2006,Median,Pounds (GBP),433,Male,Residence Based
S12000018,2003,Median,Pounds (GBP),362.3,Male,Residence Based
S12000018,2004,Median,Pounds (GBP),414,Male,Residence Based
S12000045,2004,Median,Pounds (GBP),493.6,Male,Residence Based
S12000045,2005,Median,Pounds (GBP),532.8,Male,Residence Based
S12000014,2006,Median,Pounds (GBP),473.5,Male,Residence Based
S12000014,2007,Median,Pounds (GBP),482.9,Male,Residence Based
S12000045,2007,Median,Pounds (GBP),580,Male,Residence Based
S12000045,2008,Median,Pounds (GBP),598.4,Male,Residence Based
S12000045,2006,Median,Pounds (GBP),569,Male,Residence Based
S12000014,2001,Median,Pounds (GBP),270.2,Female,Residence Based
S12000014,2002,Median,Pounds (GBP),311.6,Female,Residence Based
S12000014,2005,Median,Pounds (GBP),469.5,Male,Residence Based
S12000045,2001,Median,Pounds (GBP),469,Male,Residence Based
S12000045,2002,Median,Pounds (GBP),505.4,Male,Residence Based
S12000045,2003,Median,Pounds (GBP),553.2,Male,Residence Based
S12000014,2003,Median,Pounds (GBP),304.6,Female,Residence Based
S12000014,2011,Median,Pounds (GBP),506.7,Male,Residence Based
S12000014,2010,Median,Pounds (GBP),427.2,Female,Residence Based
S12000014,2010,Median,Pounds (GBP),519.1,Male,Residence Based
S12000014,2006,Median,Pounds (GBP),357.2,Female,Residence Based
S12000014,2008,Median,Pounds (GBP),426,Female,Residence Based
S12000014,2007,Median,Pounds (GBP),406.2,Female,Residence Based
S12000014,2009,Median,Pounds (GBP),399.9,Female,Residence Based
S12000014,2005,Median,Pounds (GBP),333.7,Female,Residence Based
S12000014,2012,Median,Pounds (GBP),428.7,Female,Residence Based
S12000014,2012,Median,Pounds (GBP),527.5,Male,Residence Based
S12000014,2004,Median,Pounds (GBP),322.6,Female,Residence Based
S12000014,2008,Median,Pounds (GBP),470.4,Male,Residence Based
S12000014,2009,Median,Pounds (GBP),513.9,Male,Residence Based
S12000014,2011,Median,Pounds (GBP),416.6,Female,Residence Based
S12000045,2011,Median,Pounds (GBP),647.9,Male,Residence Based
S12000045,2010,Median,Pounds (GBP),622.6,Male,Residence Based
S12000045,2012,Median,Pounds (GBP),628.8,Male,Residence Based
S12000014,2001,Median,Pounds (GBP),397.5,Male,Residence Based
S12000045,2009,Median,Pounds (GBP),627.4,Male,Residence Based
S12000017,2004,Median,Pounds (GBP),365.2,All,Residence Based
S12000017,2002,Median,Pounds (GBP),339.7,All,Residence Based
S12000017,2003,Median,Pounds (GBP),352.5,All,Residence Based
S12000046,2002,Median,Pounds (GBP),340.8,All,Residence Based
S12000046,2001,Median,Pounds (GBP),337,All,Residence Based
S12000014,2004,Median,Pounds (GBP),455.6,Male,Residence Based
S12000017,2001,Median,Pounds (GBP),325.3,All,Residence Based
S12000014,2003,Median,Pounds (GBP),438.3,Male,Residence Based
S12000014,2002,Median,Pounds (GBP),414.3,Male,Residence Based
S12000038,2012,Median,Pounds (GBP),579.8,Male,Workplace Based
S92000003,2009,Median,Pounds (GBP),472.8,All,Workplace Based
S12000042,2002,Median,Pounds (GBP),355.6,Male,Workplace Based
S12000042,2003,Median,Pounds (GBP),358.6,Male,Workplace Based
S12000039,2003,Median,Pounds (GBP),366.3,All,Workplace Based
S12000042,2001,Median,Pounds (GBP),363.9,Male,Workplace Based
S92000003,2011,Median,Pounds (GBP),485,All,Workplace Based
S92000003,2012,Median,Pounds (GBP),497.6,All,Workplace Based
S12000042,2007,Median,Pounds (GBP),378.4,Female,Workplace Based
S92000003,2010,Median,Pounds (GBP),488,All,Workplace Based
S12000039,2004,Median,Pounds (GBP),367.9,All,Workplace Based
S12000042,2008,Median,Pounds (GBP),391.4,Female,Workplace Based
S92000003,2003,Median,Pounds (GBP),381.3,All,Workplace Based
S12000038,2007,Median,Pounds (GBP),482,Male,Workplace Based
S12000038,2006,Median,Pounds (GBP),463.4,Male,Workplace Based
S92000003,2004,Median,Pounds (GBP),390.4,All,Workplace Based
S92000003,2005,Median,Pounds (GBP),408.6,All,Workplace Based
S12000038,2008,Median,Pounds (GBP),553.6,Male,Workplace Based
S12000044,2009,Median,Pounds (GBP),399.3,Female,Workplace Based
S12000044,2010,Median,Pounds (GBP),420,Female,Workplace Based
S12000048,2001,Median,Pounds (GBP),266,Female,Workplace Based
S12000044,2012,Median,Pounds (GBP),436.5,Female,Workplace Based
S12000046,2004,Median,Pounds (GBP),402.3,All,Workplace Based
S12000044,2011,Median,Pounds (GBP),433,Female,Workplace Based
S12000042,2008,Median,Pounds (GBP),502.7,Male,Workplace Based
S12000042,2007,Median,Pounds (GBP),479.3,Male,Workplace Based
S12000046,2005,Median,Pounds (GBP),409.2,All,Workplace Based
S12000042,2005,Median,Pounds (GBP),437.2,Male,Workplace Based
S12000042,2004,Median,Pounds (GBP),435.7,Male,Workplace Based
S12000042,2006,Median,Pounds (GBP),453.8,Male,Workplace Based
S92000003,2006,Median,Pounds (GBP),428.1,All,Workplace Based
S12000038,2010,Median,Pounds (GBP),549.4,Male,Workplace Based
S12000038,2009,Median,Pounds (GBP),549.8,Male,Workplace Based
S12000038,2011,Median,Pounds (GBP),554.2,Male,Workplace Based
S92000003,2008,Median,Pounds (GBP),462.6,All,Workplace Based
S92000003,2007,Median,Pounds (GBP),441.7,All,Workplace Based
S12000046,2010,Median,Pounds (GBP),476.8,All,Workplace Based
S12000046,2011,Median,Pounds (GBP),486.4,All,Workplace Based
S12000046,2009,Median,Pounds (GBP),476,All,Workplace Based
S12000045,2005,Median,Pounds (GBP),431,Male,Workplace Based
S12000046,2012,Median,Pounds (GBP),501.7,All,Workplace Based
S12000045,2006,Median,Pounds (GBP),521.5,Male,Workplace Based
S12000040,2001,Median,Pounds (GBP),354.6,Male,Workplace Based
S12000046,2006,Median,Pounds (GBP),412.7,All,Workplace Based
S12000042,2011,Median,Pounds (GBP),433.2,Female,Workplace Based
S12000046,2008,Median,Pounds (GBP),459.8,All,Workplace Based
S12000046,2007,Median,Pounds (GBP),430.6,All,Workplace Based
S12000042,2012,Median,Pounds (GBP),442.6,Female,Workplace Based
S12000044,2001,Median,Pounds (GBP),384,Male,Workplace Based
S12000048,2001,Median,Pounds (GBP),310.4,All,Workplace Based
S12000044,2003,Median,Pounds (GBP),403.3,Male,Workplace Based
S12000044,2002,Median,Pounds (GBP),388,Male,Workplace Based
S12000048,2005,Median,Pounds (GBP),375.3,All,Workplace Based
S12000048,2004,Median,Pounds (GBP),360.1,All,Workplace Based
S12000045,2004,Median,Pounds (GBP),370.1,Male,Workplace Based
S12000048,2002,Median,Pounds (GBP),342,All,Workplace Based
S12000048,2003,Median,Pounds (GBP),376.5,All,Workplace Based
S12000039,2002,Median,Pounds (GBP),380.2,All,Workplace Based
S12000039,2001,Median,Pounds (GBP),355.5,All,Workplace Based
S12000048,2011,Median,Pounds (GBP),444.8,All,Workplace Based
S12000045,2001,Median,Pounds (GBP),359.8,Male,Workplace Based
S12000048,2010,Median,Pounds (GBP),428.7,All,Workplace Based
S12000045,2008,Median,Pounds (GBP),521.1,Male,Workplace Based
S12000045,2007,Median,Pounds (GBP),522.6,Male,Workplace Based
S12000041,2012,Median,Pounds (GBP),437,All,Workplace Based
S12000048,2012,Median,Pounds (GBP),458.1,All,Workplace Based
S12000040,2004,Median,Pounds (GBP),409.1,Male,Workplace Based
S12000040,2003,Median,Pounds (GBP),349.3,Male,Workplace Based
S12000044,2004,Median,Pounds (GBP),396.1,Male,Workplace Based
S12000048,2006,Median,Pounds (GBP),424.7,All,Workplace Based
S12000042,2010,Median,Pounds (GBP),418.5,Female,Workplace Based
S12000042,2009,Median,Pounds (GBP),417.1,Female,Workplace Based
S12000045,2002,Median,Pounds (GBP),378.2,Male,Workplace Based
S12000045,2003,Median,Pounds (GBP),428.8,Male,Workplace Based
S12000048,2009,Median,Pounds (GBP),418.2,All,Workplace Based
S12000048,2007,Median,Pounds (GBP),398.6,All,Workplace Based
S12000048,2008,Median,Pounds (GBP),448.7,All,Workplace Based
S12000048,2006,Median,Pounds (GBP),480.4,Male,Workplace Based
S12000048,2005,Median,Pounds (GBP),424.8,Male,Workplace Based
S12000048,2008,Median,Pounds (GBP),503.6,Male,Workplace Based
S12000048,2007,Median,Pounds (GBP),478.6,Male,Workplace Based
S12000048,2003,Median,Pounds (GBP),422.2,Male,Workplace Based
S12000048,2002,Median,Pounds (GBP),371.5,Male,Workplace Based
S12000048,2004,Median,Pounds (GBP),421.6,Male,Workplace Based
S12000048,2011,Median,Pounds (GBP),488,Male,Workplace Based
S12000046,2010,Median,Pounds (GBP),516,Male,Workplace Based
S12000046,2009,Median,Pounds (GBP),524.2,Male,Workplace Based
S12000048,2010,Median,Pounds (GBP),491.6,Male,Workplace Based
S12000048,2009,Median,Pounds (GBP),460.8,Male,Workplace Based
S12000046,2011,Median,Pounds (GBP),527,Male,Workplace Based
S12000044,2006,Median,Pounds (GBP),420.9,All,Workplace Based
S12000044,2005,Median,Pounds (GBP),393.5,All,Workplace Based
S12000044,2007,Median,Pounds (GBP),453.6,All,Workplace Based
S12000044,2003,Median,Pounds (GBP),381,All,Workplace Based
S12000044,2002,Median,Pounds (GBP),369,All,Workplace Based
S12000044,2004,Median,Pounds (GBP),378.6,All,Workplace Based
S12000045,2011,Median,Pounds (GBP),487.9,Male,Workplace Based
S12000045,2010,Median,Pounds (GBP),537.5,Male,Workplace Based
S12000048,2001,Median,Pounds (GBP),378.8,Male,Workplace Based
S12000046,2012,Median,Pounds (GBP),544.3,Male,Workplace Based
S12000044,2008,Median,Pounds (GBP),465.4,All,Workplace Based
S12000045,2009,Median,Pounds (GBP),526.4,Male,Workplace Based
S12000044,2012,Median,Pounds (GBP),494,All,Workplace Based
S12000044,2011,Median,Pounds (GBP),475.5,All,Workplace Based
S12000041,2001,Median,Pounds (GBP),324.2,All,Workplace Based
S12000044,2009,Median,Pounds (GBP),458.9,All,Workplace Based
S12000041,2002,Median,Pounds (GBP),360.2,All,Workplace Based
S12000044,2010,Median,Pounds (GBP),479.3,All,Workplace Based
S12000038,2007,Median,Pounds (GBP),361.2,Female,Workplace Based
S12000038,2008,Median,Pounds (GBP),409,Female,Workplace Based
S12000038,2006,Median,Pounds (GBP),366.7,Female,Workplace Based
S12000038,2009,Median,Pounds (GBP),432.8,Female,Workplace Based
S12000046,2003,Median,Pounds (GBP),427.8,Male,Workplace Based
S12000046,2002,Median,Pounds (GBP),405.8,Male,Workplace Based
S12000046,2006,Median,Pounds (GBP),449.8,Male,Workplace Based
S12000038,2011,Median,Pounds (GBP),436.8,Female,Workplace Based
S12000046,2005,Median,Pounds (GBP),448,Male,Workplace Based
S12000038,2012,Median,Pounds (GBP),412.6,Female,Workplace Based
S12000046,2008,Median,Pounds (GBP),495,Male,Workplace Based
S12000046,2007,Median,Pounds (GBP),460.6,Male,Workplace Based
S12000041,2004,Median,Pounds (GBP),356.3,All,Workplace Based
S12000045,2012,Median,Pounds (GBP),521.4,Male,Workplace Based
S12000041,2003,Median,Pounds (GBP),337,All,Workplace Based
S12000046,2004,Median,Pounds (GBP),438.3,Male,Workplace Based
S12000038,2010,Median,Pounds (GBP),449.6,Female,Workplace Based
S12000048,2012,Median,Pounds (GBP),480.3,Male,Workplace Based
S12000038,2001,Median,Pounds (GBP),409.2,Male,Workplace Based
S12000042,2010,Median,Pounds (GBP),508.7,Male,Workplace Based
S12000042,2012,Median,Pounds (GBP),510,Male,Workplace Based
S12000042,2011,Median,Pounds (GBP),497.6,Male,Workplace Based
S12000042,2009,Median,Pounds (GBP),498.7,Male,Workplace Based
